# Wavelength(A) Luminosity_density(erg/s/A)
3.300330e+03 8.997251e+38
3.299060e+03 2.831132e+39
3.297790e+03 3.739224e+39
3.296522e+03 1.312759e+39
3.295255e+03 2.868753e+39
3.293988e+03 1.590097e+39
3.292723e+03 1.939480e+39
3.291459e+03 1.648098e+39
3.290195e+03 2.815105e+39
3.288933e+03 2.720524e+39
3.287671e+03 2.907178e+39
3.286411e+03 2.163612e+39
3.285151e+03 3.324392e+39
3.283893e+03 2.870059e+39
3.282635e+03 2.490633e+39
3.281378e+03 2.054829e+39
3.280122e+03 2.710491e+39
3.278868e+03 2.362326e+39
3.277614e+03 1.601588e+39
3.276361e+03 2.807086e+39
3.275109e+03 1.912141e+39
3.273858e+03 1.646680e+39
3.272608e+03 2.595361e+39
3.271359e+03 2.198548e+39
3.270111e+03 3.070520e+39
3.268864e+03 2.104982e+39
3.267618e+03 1.437535e+39
3.266373e+03 1.210128e+39
3.265128e+03 2.142837e+39
3.263885e+03 3.864354e+39
3.262643e+03 1.809226e+39
3.261401e+03 1.402623e+39
3.260161e+03 1.157638e+39
3.258921e+03 1.443887e+39
3.257683e+03 2.672976e+39
3.256445e+03 1.921777e+39
3.255208e+03 2.873574e+39
3.253973e+03 1.656602e+39
3.252738e+03 2.527377e+39
3.251504e+03 2.646720e+39
3.250271e+03 1.420848e+39
3.249039e+03 1.864626e+39
3.247808e+03 2.453213e+39
3.246578e+03 1.878674e+39
3.245348e+03 2.373118e+39
3.244120e+03 9.668830e+38
3.242893e+03 2.321958e+39
3.241666e+03 3.149857e+39
3.240441e+03 1.930854e+39
3.239216e+03 4.730614e+38
3.237992e+03 1.215971e+39
3.236770e+03 3.372412e+39
3.235548e+03 3.426724e+39
3.234327e+03 1.354517e+39
3.233107e+03 1.710917e+39
3.231888e+03 1.197218e+39
3.230670e+03 9.814022e+38
3.229453e+03 2.688082e+39
3.228236e+03 1.552474e+39
3.227021e+03 1.160269e+39
3.225806e+03 6.901606e+38
3.224593e+03 2.394845e+39
3.223380e+03 2.332097e+39
3.222169e+03 1.194118e+39
3.220958e+03 1.942387e+39
3.219748e+03 1.219544e+39
3.218539e+03 2.435275e+39
3.217331e+03 1.367425e+39
3.216123e+03 2.904875e+39
3.214917e+03 2.173121e+39
3.213712e+03 1.428153e+39
3.212507e+03 8.936164e+38
3.211304e+03 9.174204e+38
3.210101e+03 9.492098e+38
3.208899e+03 9.823436e+38
3.207698e+03 2.125589e+39
3.206499e+03 1.614241e+39
3.205299e+03 1.693273e+39
3.204101e+03 2.839165e+39
3.202904e+03 1.676039e+39
3.201708e+03 7.307862e+38
3.200512e+03 1.683908e+39
3.199317e+03 1.438587e+39
3.198124e+03 7.557649e+38
3.196931e+03 2.340727e+39
3.195739e+03 2.033450e+39
3.194548e+03 7.219523e+38
3.193358e+03 1.173697e+39
3.192169e+03 1.483141e+39
3.190980e+03 1.383396e+39
3.189793e+03 1.721571e+39
3.188606e+03 2.368871e+39
3.187420e+03 2.857898e+39
3.186235e+03 6.447232e+38
3.185051e+03 1.867927e+39
3.183868e+03 1.468654e+39
3.182686e+03 1.232380e+39
3.181505e+03 1.943514e+39
3.180324e+03 7.157624e+38
3.179145e+03 1.418485e+39
3.177966e+03 1.205085e+39
3.176788e+03 1.191547e+39
3.175611e+03 2.181088e+39
3.174435e+03 3.375635e+39
3.173260e+03 2.206393e+39
3.172086e+03 9.916772e+38
3.170912e+03 1.485886e+39
3.169740e+03 9.859423e+38
3.168568e+03 1.431587e+39
3.167397e+03 1.695241e+39
3.166227e+03 1.466262e+39
3.165058e+03 7.036370e+38
3.163889e+03 1.438265e+39
3.162722e+03 4.721923e+38
3.161555e+03 2.373629e+39
3.160390e+03 1.115106e+39
3.159225e+03 9.795624e+38
3.158061e+03 9.915923e+38
3.156898e+03 2.977763e+39
3.155736e+03 1.889230e+39
3.154574e+03 1.207915e+39
3.153414e+03 7.479428e+38
3.152254e+03 2.475396e+39
3.151095e+03 1.425500e+39
3.149937e+03 7.489770e+38
3.148780e+03 1.750878e+39
3.147624e+03 1.729155e+39
3.146468e+03 5.181186e+38
3.145313e+03 1.204863e+39
3.144160e+03 5.095213e+38
3.143007e+03 1.953392e+39
3.141855e+03 5.120370e+38
3.140704e+03 1.522721e+39
3.139553e+03 1.271692e+39
3.138404e+03 1.542765e+39
3.137255e+03 1.538181e+39
3.136107e+03 7.674278e+38
3.134960e+03 1.991717e+39
3.133814e+03 2.120733e+39
3.132669e+03 1.303955e+39
3.131524e+03 2.245928e+39
3.130380e+03 7.737765e+38
3.129238e+03 1.456807e+39
3.128096e+03 4.800411e+38
3.126954e+03 1.547353e+39
3.125814e+03 3.028549e+39
3.124675e+03 2.300813e+39
3.123536e+03 2.740426e+39
3.122398e+03 1.926641e+39
3.121261e+03 1.643523e+39
3.120125e+03 2.048374e+39
3.118989e+03 1.006246e+39
3.117855e+03 2.511646e+39
3.116721e+03 2.002053e+39
3.115588e+03 1.206636e+39
3.114456e+03 2.312337e+39
3.113325e+03 1.597454e+39
3.112195e+03 2.523497e+39
3.111065e+03 1.574558e+39
3.109936e+03 3.124393e+39
3.108808e+03 2.714475e+39
3.107681e+03 2.022973e+39
3.106555e+03 2.045351e+39
3.105429e+03 2.201640e+39
3.104305e+03 2.069250e+39
3.103181e+03 2.262512e+39
3.102058e+03 1.558119e+39
3.100935e+03 4.854639e+38
3.099814e+03 2.356213e+39
3.098693e+03 1.547051e+39
3.097574e+03 1.071409e+39
3.096455e+03 3.033527e+39
3.095336e+03 1.302883e+39
3.094219e+03 1.330943e+39
3.093102e+03 1.262469e+39
3.091987e+03 9.815570e+38
3.090872e+03 1.582784e+39
3.089757e+03 1.545195e+39
3.088644e+03 1.355866e+39
3.087532e+03 1.051793e+39
3.086420e+03 2.578797e+38
3.085309e+03 3.151355e+39
3.084199e+03 1.772144e+39
3.083089e+03 3.000275e+39
3.081981e+03 8.032079e+38
3.080873e+03 2.055286e+39
3.079766e+03 7.359154e+38
3.078660e+03 7.793777e+38
3.077554e+03 5.478031e+38
3.076450e+03 2.143718e+39
3.075346e+03 2.367774e+39
3.074243e+03 3.722692e+39
3.073141e+03 8.003620e+38
3.072039e+03 8.325893e+38
3.070939e+03 2.428941e+39
3.069839e+03 7.898878e+38
3.068740e+03 1.853724e+39
3.067641e+03 1.372868e+39
3.066544e+03 1.024017e+39
3.065447e+03 2.775431e+38
3.064351e+03 2.615218e+39
3.063256e+03 7.397497e+38
3.062162e+03 5.551960e+38
3.061068e+03 5.510727e+38
3.059976e+03 1.581136e+39
3.058884e+03 1.288219e+39
3.057792e+03 8.120908e+38
3.056702e+03 1.350615e+39
3.055612e+03 1.875398e+39
3.054523e+03 1.473398e+39
3.053435e+03 1.824377e+39
3.052348e+03 2.050116e+39
3.051261e+03 2.060190e+39
3.050175e+03 1.033436e+39
3.049090e+03 2.615680e+39
3.048006e+03 2.966266e+39
3.046923e+03 5.366008e+38
3.045840e+03 2.360947e+39
3.044758e+03 1.660806e+39
3.043677e+03 1.392414e+39
3.042596e+03 2.485999e+39
3.041517e+03 1.862396e+39
3.040438e+03 1.019892e+39
3.039360e+03 4.760495e+38
3.038282e+03 1.313612e+39
3.037206e+03 1.549524e+39
3.036130e+03 5.366915e+38
3.035055e+03 1.375927e+39
3.033981e+03 1.313605e+39
3.032907e+03 1.060300e+39
3.031834e+03 1.868243e+39
3.030762e+03 1.389100e+39
3.029691e+03 7.005269e+38
3.028620e+03 1.071426e+39
3.027551e+03 1.637742e+39
3.026482e+03 8.157743e+38
3.025413e+03 3.152650e+39
3.024346e+03 1.569610e+39
3.023279e+03 8.420027e+38
3.022213e+03 2.740376e+39
3.021148e+03 2.121734e+39
3.020084e+03 1.095457e+39
3.019020e+03 2.289924e+39
3.017957e+03 2.120329e+39
3.016895e+03 1.014790e+39
3.015833e+03 1.957388e+39
3.014772e+03 1.085245e+39
3.013712e+03 8.622151e+38
3.012653e+03 1.104925e+39
3.011595e+03 1.110390e+39
3.010537e+03 1.837785e+39
3.009480e+03 1.060957e+39
3.008424e+03 1.347582e+39
3.007368e+03 1.389318e+39
3.006313e+03 1.574927e+39
3.005259e+03 6.791483e+38
3.004206e+03 2.514625e+39
3.003153e+03 1.407769e+39
3.002101e+03 1.951839e+39
3.001050e+03 2.285154e+39
